S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
11925,04/07/2020,Tamil Nadu,102721,42958,58378,1385
11926,05/07/2020,Tamil Nadu,107001,44959,60592,1450
11927,06/07/2020,Tamil Nadu,111151,46863,62778,1510
11928,07/07/2020,Tamil Nadu,114978,46836,66571,1571
11929,08/07/2020,Tamil Nadu,118594,45842,71116,1636
11930,09/07/2020,Tamil Nadu,122350,46483,74167,1700
11931,10/07/2020,Tamil Nadu,126581,46655,78161,1765
11932,11/07/2020,Tamil Nadu,130261,46108,82324,1829
11933,12/07/2020,Tamil Nadu,134226,46413,85915,1898
11934,13/07/2020,Tamil Nadu,138470,46972,89532,1966
11935,14/07/2020,Tamil Nadu,142798,48199,92567,2032
11936,15/07/2020,Tamil Nadu,147324,47915,97310,2099
11937,16/07/2020,Tamil Nadu,151820,47343,102310,2167
11938,17/07/2020,Tamil Nadu,156369,46717,107416,2236
11939,18/07/2020,Tamil Nadu,160907,47785,110807,2315
11940,19/07/2020,Tamil Nadu,165714,49455,113856,2403
11941,20/07/2020,Tamil Nadu,170693,50297,117915,2481
11942,21/07/2020,Tamil Nadu,175678,51351,121776,2551
11943,22/07/2020,Tamil Nadu,180643,51347,126670,2626
11944,23/07/2020,Tamil Nadu,186492,51765,131583,3144
11945,24/07/2020,Tamil Nadu,192964,52939,136793,3232
11946,25/07/2020,Tamil Nadu,199749,53132,143297,3320
11947,26/07/2020,Tamil Nadu,206737,52273,151055,3409
11948,27/07/2020,Tamil Nadu,213723,53703,156526,3494
11949,28/07/2020,Tamil Nadu,220716,54896,162249,3571
11950,29/07/2020,Tamil Nadu,227688,57073,166956,3659
11951,30/07/2020,Tamil Nadu,234114,57490,172883,3741
11952,31/07/2020,Tamil Nadu,239978,57962,178178,3838
11953,01/08/2020,Tamil Nadu,245859,57968,183956,3935
11954,02/08/2020,Tamil Nadu,251738,56738,190966,4034
11955,03/08/2020,Tamil Nadu,257613,56998,196483,4132
11956,04/08/2020,Tamil Nadu,263222,56698,202283,4241
11957,05/08/2020,Tamil Nadu,268285,55152,208784,4349
11958,06/08/2020,Tamil Nadu,273460,54184,214815,4461
11959,07/08/2020,Tamil Nadu,279144,53486,221087,4571
11960,08/08/2020,Tamil Nadu,285024,52759,227575,4690
11961,09/08/2020,Tamil Nadu,290907,53481,232618,4808
11962,10/08/2020,Tamil Nadu,296901,53336,238638,4927
11963,11/08/2020,Tamil Nadu,302815,53099,244675,5041
11964,12/08/2020,Tamil Nadu,308649,52810,250680,5159
11965,13/08/2020,Tamil Nadu,314520,52929,256313,5278
11966,14/08/2020,Tamil Nadu,320355,53499,261459,5397
11967,15/08/2020,Tamil Nadu,326245,53716,267015,5514
11968,16/08/2020,Tamil Nadu,332105,54213,272251,5641
11969,17/08/2020,Tamil Nadu,338055,54019,278270,5766
11970,18/08/2020,Tamil Nadu,343945,54122,283937,5886
11971,19/08/2020,Tamil Nadu,349654,53860,289787,6007
11972,20/08/2020,Tamil Nadu,355449,53155,296171,6123
11973,21/08/2020,Tamil Nadu,361435,53283,301913,6239
11974,22/08/2020,Tamil Nadu,367430,53413,307677,6340
11975,23/08/2020,Tamil Nadu,373410,53710,313280,6420
11976,24/08/2020,Tamil Nadu,379385,53541,319327,6517
11977,25/08/2020,Tamil Nadu,385352,53282,325456,6614
11978,26/08/2020,Tamil Nadu,391303,52128,332454,6721
11979,27/08/2020,Tamil Nadu,397261,52362,338060,6839
11980,28/08/2020,Tamil Nadu,403242,52364,343930,6948
11981,29/08/2020,Tamil Nadu,409238,52506,349682,7050
11982,30/08/2020,Tamil Nadu,415590,52726,355727,7137
11983,31/08/2020,Tamil Nadu,422085,52721,362133,7231
11984,01/09/2020,Tamil Nadu,428041,52578,368141,7322
11985,02/09/2020,Tamil Nadu,433969,52379,374172,7418
11986,03/09/2020,Tamil Nadu,439959,52380,380063,7516
11987,04/09/2020,Tamil Nadu,445851,52070,386173,7608
11988,05/09/2020,Tamil Nadu,451827,51633,392507,7687
11989,06/09/2020,Tamil Nadu,457697,51583,398366,7748
11990,07/09/2020,Tamil Nadu,463480,51458,404186,7836
11991,08/09/2020,Tamil Nadu,469256,51215,410116,7925
11992,09/09/2020,Tamil Nadu,474940,50213,416715,8012
11993,10/09/2020,Tamil Nadu,480524,49203,423231,8090
11994,11/09/2020,Tamil Nadu,486052,48482,429416,8154
11995,12/09/2020,Tamil Nadu,491571,47918,435422,8231
11996,13/09/2020,Tamil Nadu,497066,47110,441649,8307
11997,14/09/2020,Tamil Nadu,502759,47012,447366,8381
11998,15/09/2020,Tamil Nadu,508511,46912,453165,8434
11999,16/09/2020,Tamil Nadu,514208,46806,458900,8502
12000,17/09/2020,Tamil Nadu,519860,46633,464668,8559
12001,18/09/2020,Tamil Nadu,525420,46610,470192,8618
12002,19/09/2020,Tamil Nadu,530908,46506,475717,8685
12003,20/09/2020,Tamil Nadu,536477,46453,481273,8751
12004,21/09/2020,Tamil Nadu,541993,46703,486479,8811
12005,22/09/2020,Tamil Nadu,547337,46495,491971,8871
12006,23/09/2020,Tamil Nadu,552674,46350,497377,8947
12007,24/09/2020,Tamil Nadu,557999,46249,502740,9010
12008,25/09/2020,Tamil Nadu,563691,46405,508210,9076
12009,26/09/2020,Tamil Nadu,569370,46386,513836,9148
12010,27/09/2020,Tamil Nadu,575017,46336,519448,9233
12011,28/09/2020,Tamil Nadu,580808,46341,525154,9313
12012,29/09/2020,Tamil Nadu,586397,46306,530708,9383
12013,30/09/2020,Tamil Nadu,591943,46281,536209,9453
12014,01/10/2020,Tamil Nadu,597602,46263,541819,9520
12015,02/10/2020,Tamil Nadu,603290,46369,547335,9586
12016,03/10/2020,Tamil Nadu,608885,46294,552938,9653
12017,04/10/2020,Tamil Nadu,614507,46255,558534,9718
12018,05/10/2020,Tamil Nadu,619996,46120,564092,9784
12019,06/10/2020,Tamil Nadu,625391,45881,569664,9846
12020,07/10/2020,Tamil Nadu,630408,45279,575212,9917
12021,08/10/2020,Tamil Nadu,635855,45135,580736,9984
12022,09/10/2020,Tamil Nadu,640943,44437,586454,10052
12023,10/10/2020,Tamil Nadu,646128,44197,591811,10120
12024,11/10/2020,Tamil Nadu,651370,44150,597033,10187
12025,12/10/2020,Tamil Nadu,656385,44095,602038,10252
12026,13/10/2020,Tamil Nadu,661264,43747,607203,10314
12027,14/10/2020,Tamil Nadu,665930,43239,612320,10371
12028,15/10/2020,Tamil Nadu,670392,42566,617403,10423
12029,16/10/2020,Tamil Nadu,674802,41872,622458,10472
12030,17/10/2020,Tamil Nadu,679191,40959,627703,10529
12031,18/10/2020,Tamil Nadu,683486,40192,632708,10586
12032,19/10/2020,Tamil Nadu,687400,39121,637637,10642
12033,20/10/2020,Tamil Nadu,690936,38093,642152,10691
12034,21/10/2020,Tamil Nadu,694030,36734,646555,10741
12035,22/10/2020,Tamil Nadu,697116,35480,650856,10780
12036,23/10/2020,Tamil Nadu,700193,34198,655170,10825
12037,24/10/2020,Tamil Nadu,703250,32960,659432,10858
12038,25/10/2020,Tamil Nadu,706136,31787,663456,10893
12039,26/10/2020,Tamil Nadu,709005,30606,667475,10924
12040,27/10/2020,Tamil Nadu,711713,29268,671489,10956
12041,28/10/2020,Tamil Nadu,714235,27734,675518,10983
12042,29/10/2020,Tamil Nadu,716751,26356,679377,11018
12043,30/10/2020,Tamil Nadu,719403,24886,683464,11053
12044,31/10/2020,Tamil Nadu,722011,23532,687388,11091
12045,01/11/2020,Tamil Nadu,724522,22164,691236,11122
12046,02/11/2020,Tamil Nadu,727026,20994,694880,11152
12047,03/11/2020,Tamil Nadu,729507,19504,698820,11183
12048,04/11/2020,Tamil Nadu,731942,19201,701527,11214
12049,05/11/2020,Tamil Nadu,734429,19154,704031,11244
12050,06/11/2020,Tamil Nadu,736777,19061,706444,11272
12051,07/11/2020,Tamil Nadu,739147,19002,708846,11299
12052,08/11/2020,Tamil Nadu,741488,18966,711198,11324
12053,09/11/2020,Tamil Nadu,743822,18894,713584,11344
12054,10/11/2020,Tamil Nadu,746079,18825,715892,11362
12055,11/11/2020,Tamil Nadu,748225,18709,718129,11387
12056,12/11/2020,Tamil Nadu,750409,18655,720339,11415
12057,13/11/2020,Tamil Nadu,752521,18395,722686,11440
12058,14/11/2020,Tamil Nadu,754460,17748,725258,11454
12059,15/11/2020,Tamil Nadu,756372,17154,727752,11466
12060,16/11/2020,Tamil Nadu,758191,16441,730272,11478
12061,17/11/2020,Tamil Nadu,759916,15765,732656,11495
12062,18/11/2020,Tamil Nadu,761568,15085,734970,11513
12063,19/11/2020,Tamil Nadu,763282,14470,737281,11531
12064,20/11/2020,Tamil Nadu,764989,13907,739532,11550
12065,21/11/2020,Tamil Nadu,766677,13404,741705,11568
12066,22/11/2020,Tamil Nadu,768340,12916,743838,11586
12067,23/11/2020,Tamil Nadu,769995,12542,745848,11605
12068,24/11/2020,Tamil Nadu,771619,12245,747752,11622
12069,25/11/2020,Tamil Nadu,773176,11875,749662,11639
12070,26/11/2020,Tamil Nadu,774710,11520,751535,11655
12071,27/11/2020,Tamil Nadu,776174,11173,753332,11669
12072,28/11/2020,Tamil Nadu,777616,11109,754826,11681
12073,29/11/2020,Tamil Nadu,779046,11073,756279,11694
12074,30/11/2020,Tamil Nadu,780505,11052,757750,11703
12075,01/12/2020,Tamil Nadu,781915,10997,759206,11712
12076,02/12/2020,Tamil Nadu,783319,10980,760617,11722
12077,03/12/2020,Tamil Nadu,784747,10999,762015,11733
12078,04/12/2020,Tamil Nadu,786163,10988,763428,11747
12079,05/12/2020,Tamil Nadu,787554,10938,764854,11762
12080,06/12/2020,Tamil Nadu,788920,10882,766261,11777
12081,07/12/2020,Tamil Nadu,790240,10688,767759,11793
12082,08/12/2020,Tamil Nadu,791552,10695,769048,11809
12083,09/12/2020,Tamil Nadu,792788,10588,770378,11822
12084,10/12/2020,Tamil Nadu,794020,10491,771693,11836
12085,11/12/2020,Tamil Nadu,795240,10392,772995,11853
12086,12/12/2020,Tamil Nadu,796475,10299,774306,11870
12087,13/12/2020,Tamil Nadu,797693,10208,775602,11883
12088,14/12/2020,Tamil Nadu,798888,10115,776878,11895
12089,15/12/2020,Tamil Nadu,800029,10039,778081,11909
12090,17/12/2020,Tamil Nadu,802342,9880,780531,11931
12091,18/12/2020,Tamil Nadu,803516,9829,781745,11942
12092,19/12/2020,Tamil Nadu,804650,9781,782915,11954
12093,20/12/2020,Tamil Nadu,805777,9692,784117,11968
12094,21/12/2020,Tamil Nadu,806891,9593,785315,11983
12095,22/12/2020,Tamil Nadu,807962,9495,786472,11995
12096,23/12/2020,Tamil Nadu,809014,9391,787611,12012
12097,24/12/2020,Tamil Nadu,810080,9314,788742,12024
12098,25/12/2020,Tamil Nadu,811115,9217,789862,12036
12099,26/12/2020,Tamil Nadu,812142,9129,790965,12048
12100,27/12/2020,Tamil Nadu,813161,9039,792063,12059
12101,28/12/2020,Tamil Nadu,814170,8947,793154,12069
12102,29/12/2020,Tamil Nadu,815175,8867,794228,12080
12103,30/12/2020,Tamil Nadu,816132,8747,795293,12092
12104,31/12/2020,Tamil Nadu,817077,8615,796353,12109
12105,03/01/2021,Tamil Nadu,819845,8272,799427,12146
12106,04/01/2021,Tamil Nadu,820712,8127,800429,12156
12107,05/01/2021,Tamil Nadu,821550,7970,801414,12166
12108,06/01/2021,Tamil Nadu,822370,7808,802385,12177
12109,07/01/2021,Tamil Nadu,823181,7665,803328,12188
12110,08/01/2021,Tamil Nadu,823986,7547,804239,12200
12111,09/01/2021,Tamil Nadu,824776,7432,805136,12208
12112,10/01/2021,Tamil Nadu,825537,7304,806018,12215
12113,11/01/2021,Tamil Nadu,826261,7164,806875,12222
12114,12/01/2021,Tamil Nadu,826943,6971,807744,12228
12115,13/01/2021,Tamil Nadu,827614,6807,808571,12236
12116,14/01/2021,Tamil Nadu,828287,6653,809392,12242
12117,15/01/2021,Tamil Nadu,828952,6488,810218,12246
12118,16/01/2021,Tamil Nadu,829573,6299,811023,12251
12119,17/01/2021,Tamil Nadu,830183,6128,811798,12257
12120,18/01/2021,Tamil Nadu,830772,5940,812568,12264
12121,19/01/2021,Tamil Nadu,831323,5725,813326,12272
12122,20/01/2021,Tamil Nadu,831866,5487,814098,12281
12123,21/01/2021,Tamil Nadu,832415,5314,814811,12290
12124,22/01/2021,Tamil Nadu,833011,5196,815516,12299
12125,23/01/2021,Tamil Nadu,833585,5073,816205,12307
12126,24/01/2021,Tamil Nadu,834171,4984,816878,12309
12127,25/01/2021,Tamil Nadu,834740,4904,817520,12316
12128,27/01/2021,Tamil Nadu,835803,4736,818742,12325
12129,28/01/2021,Tamil Nadu,836315,4676,819306,12333
12130,29/01/2021,Tamil Nadu,836818,4629,819850,12339
12131,30/01/2021,Tamil Nadu,837327,4601,820381,12345
12132,31/01/2021,Tamil Nadu,837832,4575,820907,12350
12133,01/02/2021,Tamil Nadu,838340,4554,821430,12356
12134,02/02/2021,Tamil Nadu,838842,4532,821947,12363
12135,03/02/2021,Tamil Nadu,839352,4517,822468,12367
12136,04/02/2021,Tamil Nadu,839866,4494,823001,12371
12137,05/02/2021,Tamil Nadu,840360,4467,823518,12375
12138,06/02/2021,Tamil Nadu,840849,4446,824024,12379
12139,07/02/2021,Tamil Nadu,841326,4417,824527,12382
12140,08/02/2021,Tamil Nadu,841797,4389,825025,12383
12141,09/02/2021,Tamil Nadu,842261,4354,825520,12387
12142,10/02/2021,Tamil Nadu,842730,4328,826011,12391
12143,11/02/2021,Tamil Nadu,843209,4309,826504,12396
12144,12/02/2021,Tamil Nadu,843690,4294,826994,12402
12145,13/02/2021,Tamil Nadu,844173,4285,827480,12408
12146,14/02/2021,Tamil Nadu,844650,4275,827962,12413
12147,15/02/2021,Tamil Nadu,845120,4260,828441,12419
12148,16/02/2021,Tamil Nadu,845575,4232,828918,12425
12149,17/02/2021,Tamil Nadu,846026,4206,829388,12432
12150,18/02/2021,Tamil Nadu,846480,4192,829850,12438
12151,19/02/2021,Tamil Nadu,846937,4173,830320,12444
12152,20/02/2021,Tamil Nadu,847385,4147,830787,12451
12153,21/02/2021,Tamil Nadu,847823,4120,831246,12457
12154,22/02/2021,Tamil Nadu,848275,4109,831706,12460
12155,23/02/2021,Tamil Nadu,848724,4091,832167,12466
12156,24/02/2021,Tamil Nadu,849166,4074,832620,12472
12157,25/02/2021,Tamil Nadu,849629,4062,833089,12478
12158,26/02/2021,Tamil Nadu,850096,4053,833560,12483
12159,27/02/2021,Tamil Nadu,850577,4046,834043,12488
12160,01/03/2021,Tamil Nadu,851542,4022,835024,12496
12161,02/03/2021,Tamil Nadu,852016,4009,835506,12501
12162,03/03/2021,Tamil Nadu,852478,3997,835979,12502
12163,04/03/2021,Tamil Nadu,852967,3990,836473,12504
12164,06/03/2021,Tamil Nadu,853992,3954,837525,12513
12165,07/03/2021,Tamil Nadu,854554,3952,838085,12517
12166,08/03/2021,Tamil Nadu,855121,3997,838606,12518
12167,09/03/2021,Tamil Nadu,855677,4018,839138,12521
12168,10/03/2021,Tamil Nadu,856246,4073,839648,12525
12169,11/03/2021,Tamil Nadu,856917,4207,840180,12530
12170,13/03/2021,Tamil Nadu,858272,4483,841250,12539
12171,14/03/2021,Tamil Nadu,858967,4662,841762,12543
12172,15/03/2021,Tamil Nadu,859726,4870,842309,12547
12173,16/03/2021,Tamil Nadu,860562,5149,842862,12551
12174,17/03/2021,Tamil Nadu,861429,5450,843423,12556
12175,18/03/2021,Tamil Nadu,862374,5811,843999,12564
12176,19/03/2021,Tamil Nadu,863363,6222,844568,12573
12177,20/03/2021,Tamil Nadu,864450,6690,845178,12582
12178,21/03/2021,Tamil Nadu,865693,7291,845812,12590
12179,22/03/2021,Tamil Nadu,866982,7903,846480,12599
12180,23/03/2021,Tamil Nadu,868367,8619,847139,12609
12181,24/03/2021,Tamil Nadu,869804,9145,848041,12618
12182,25/03/2021,Tamil Nadu,871440,9746,849064,12630
12183,27/03/2021,Tamil Nadu,875190,11318,851222,12650
12184,28/03/2021,Tamil Nadu,877279,12157,852463,12659
12185,29/03/2021,Tamil Nadu,879473,13070,853733,12670
12186,30/03/2021,Tamil Nadu,881752,13983,855085,12684
12187,31/03/2021,Tamil Nadu,884094,14846,856548,12700
12188,01/04/2021,Tamil Nadu,886673,15879,858075,12719
12189,02/04/2021,Tamil Nadu,889490,17043,859709,12738
12190,03/04/2021,Tamil Nadu,892780,18606,861424,12750
12191,04/04/2021,Tamil Nadu,896226,20204,863258,12764
12192,05/04/2021,Tamil Nadu,899807,21958,865071,12778
12193,06/04/2021,Tamil Nadu,903479,23777,866913,12789
12194,07/04/2021,Tamil Nadu,907124,25598,868722,12804
12195,08/04/2021,Tamil Nadu,911110,27743,870546,12821
12196,09/04/2021,Tamil Nadu,915386,30131,872415,12840
12197,10/04/2021,Tamil Nadu,920827,33659,874305,12863
12198,11/04/2021,Tamil Nadu,926816,37673,876257,12886
12199,12/04/2021,Tamil Nadu,933434,41955,878571,12908
12200,13/04/2021,Tamil Nadu,940145,46308,880910,12927
12201,14/04/2021,Tamil Nadu,947129,49985,884199,12945
12202,15/04/2021,Tamil Nadu,954948,54315,887663,12970
12203,16/04/2021,Tamil Nadu,962935,58097,891839,12999
12204,17/04/2021,Tamil Nadu,971384,61593,896759,13032
12205,18/04/2021,Tamil Nadu,980728,65635,902022,13071
12206,19/04/2021,Tamil Nadu,991451,70391,907947,13113
12207,12/03/2020,Telangana,1,1,0,0
12208,13/03/2020,Telangana,1,1,0,0
12209,14/03/2020,Telangana,1,1,0,0
12210,15/03/2020,Telangana,3,2,1,0
12211,16/03/2020,Telangana,3,2,1,0
12212,17/03/2020,Telangana,5,4,1,0
12213,18/03/2020,Telangana,5,4,1,0
12214,19/03/2020,Telangana,6,5,1,0
12215,20/03/2020,Telangana,16,15,1,0
12216,21/03/2020,Telangana,19,18,1,0
12217,22/03/2020,Telangana,22,21,1,0
12218,23/03/2020,Telangana,32,31,1,0
12219,24/03/2020,Telangana,32,31,1,0
12220,25/03/2020,Telangana,35,34,1,0
12221,26/03/2020,Telangana,41,40,1,0
12222,27/03/2020,Telangana,45,44,1,0
12223,28/03/2020,Telangana,56,55,1,0
12224,29/03/2020,Telangana,66,64,1,1
12225,30/03/2020,Telangana,69,67,1,1
12226,31/03/2020,Telangana,79,77,1,1
12227,01/04/2020,Telangana,94,90,1,3
12228,02/04/2020,Telangana,96,92,1,3
12229,03/04/2020,Telangana,107,103,1,3
12230,04/04/2020,Telangana,158,150,1,7
12231,05/04/2020,Telangana,269,230,32,7
12232,06/04/2020,Telangana,321,280,34,7
12233,07/04/2020,Telangana,321,280,34,7
12234,08/04/2020,Telangana,364,322,35,7
12235,09/04/2020,Telangana,427,385,35,7
12236,10/04/2020,Telangana,442,400,35,7
12237,11/04/2020,Telangana,473,423,43,7
12238,12/04/2020,Telangana,504,452,43,9
12239,13/04/2020,Telangana,504,452,43,9
12240,14/04/2020,Telangana,562,446,100,16
12241,15/04/2020,Telangana,624,507,100,17
12242,16/04/2020,Telangana,647,509,120,18
12243,17/04/2020,Telangana,700,496,186,18
12244,18/04/2020,Telangana,766,562,186,18
12245,19/04/2020,Telangana,809,605,186,18
12246,20/04/2020,Telangana,844,640,186,18
12247,21/04/2020,Telangana,873,660,190,23
12248,22/04/2020,Telangana,928,711,194,23
12249,23/04/2020,Telangana,945,728,194,23
12250,24/04/2020,Telangana,960,739,197,24
12251,25/04/2020,Telangana,984,705,253,26
12252,26/04/2020,Telangana,991,685,280,26
12253,27/04/2020,Telangana,1002,696,280,26
12254,28/04/2020,Telangana,1004,657,321,26
12255,29/04/2020,Telangana,1004,657,321,26
12256,30/04/2020,Telangana,1012,619,367,26
12257,01/05/2020,Telangana,1038,615,397,26
12258,02/05/2020,Telangana,1039,572,441,26
12259,03/05/2020,Telangana,1063,577,458,28
12260,04/05/2020,Telangana,1082,563,490,29
12261,05/05/2020,Telangana,1085,471,585,29
12262,06/05/2020,Telangana,1096,482,585,29
12263,07/05/2020,Telangana,1107,450,628,29
12264,08/05/2020,Telangana,1123,444,650,29
12265,09/05/2020,Telangana,1133,404,700,29
12266,10/05/2020,Telangana,1163,383,750,30
12267,11/05/2020,Telangana,1196,416,750,30
12268,12/05/2020,Telangana,1275,445,800,30
12269,13/05/2020,Telangana,1326,464,830,32
12270,14/05/2020,Telangana,1367,393,940,34
12271,15/05/2020,Telangana,1414,430,950,34
12272,16/05/2020,Telangana,1454,461,959,34
12273,17/05/2020,Telangana,1509,504,971,34
12274,18/05/2020,Telangana,1551,525,992,34
12275,19/05/2020,Telangana,1597,562,1000,35
12276,20/05/2020,Telangana,1634,586,1010,38
12277,21/05/2020,Telangana,1661,606,1015,40
12278,22/05/2020,Telangana,1699,619,1035,45
12279,23/05/2020,Telangana,1761,673,1043,45
12280,24/05/2020,Telangana,1813,699,1065,49
12281,25/05/2020,Telangana,1854,711,1090,53
12282,26/05/2020,Telangana,1920,700,1164,56
12283,27/05/2020,Telangana,1991,650,1284,57
12284,28/05/2020,Telangana,2098,751,1284,63
12285,29/05/2020,Telangana,2256,844,1345,67
12286,30/05/2020,Telangana,2425,973,1381,71
12287,31/05/2020,Telangana,2499,1010,1412,77
12288,01/06/2020,Telangana,2698,1188,1428,82
12289,02/06/2020,Telangana,2792,1213,1491,88
12290,03/06/2020,Telangana,2891,1273,1526,92
12291,04/06/2020,Telangana,3020,1365,1556,99
12292,05/06/2020,Telangana,3147,1455,1587,105
12293,06/06/2020,Telangana,3290,1550,1627,113
12294,07/06/2020,Telangana,3496,1663,1710,123
12295,08/06/2020,Telangana,3580,1747,1710,123
12296,09/06/2020,Telangana,3650,1803,1710,137
12297,10/06/2020,Telangana,3920,1963,1809,148
12298,11/06/2020,Telangana,4111,2138,1817,156
12299,12/06/2020,Telangana,4320,2162,1993,165
12300,13/06/2020,Telangana,4484,2032,2278,174
12301,14/06/2020,Telangana,4737,2203,2352,182
12302,15/06/2020,Telangana,4974,2412,2377,185
12303,16/06/2020,Telangana,5193,2240,2766,187
12304,17/06/2020,Telangana,5406,2188,3027,191
12305,18/06/2020,Telangana,5675,2412,3071,192
12306,19/06/2020,Telangana,6027,2531,3301,195
12307,20/06/2020,Telangana,6526,2975,3353,198
12308,21/06/2020,Telangana,7072,3363,3506,203
12309,22/06/2020,Telangana,7802,3861,3731,210
12310,23/06/2020,Telangana,8674,4452,4005,217
12311,24/06/2020,Telangana,9553,5109,4224,220
12312,25/06/2020,Telangana,10444,5858,4361,225
12313,26/06/2020,Telangana,11364,6446,4688,230
12314,27/06/2020,Telangana,12349,7346,4766,237
12315,28/06/2020,Telangana,13436,8265,4928,243
12316,29/06/2020,Telangana,14419,9000,5172,247
12317,30/06/2020,Telangana,15394,9559,5582,253
12318,01/07/2020,Telangana,16339,8785,7294,260
12319,02/07/2020,Telangana,17357,9008,8082,267
12320,03/07/2020,Telangana,18570,9226,9069,275
12321,04/07/2020,Telangana,20462,9984,10195,283
12322,05/07/2020,Telangana,22312,10487,11537,288
12323,06/07/2020,Telangana,23902,10904,12703,295
12324,07/07/2020,Telangana,25733,10646,14781,306
12325,08/07/2020,Telangana,27612,11012,16287,313
12326,09/07/2020,Telangana,29536,11933,17279,324
12327,10/07/2020,Telangana,30946,12423,18192,331
12328,11/07/2020,Telangana,32224,12680,19205,339
12329,12/07/2020,Telangana,33402,12135,20919,348
12330,13/07/2020,Telangana,34671,11833,22482,356
12331,14/07/2020,Telangana,36221,12177,23679,365
12332,15/07/2020,Telangana,37745,12530,24840,375
12333,16/07/2020,Telangana,39342,12957,25999,386
12334,17/07/2020,Telangana,41018,13327,27295,396
12335,18/07/2020,Telangana,42496,13388,28705,403
12336,19/07/2020,Telangana,43780,12764,30607,409
12337,20/07/2020,Telangana,45076,12223,32438,415
12338,21/07/2020,Telangana,46274,11529,34323,422
12339,22/07/2020,Telangana,47705,9891,37385,429
12340,23/07/2020,Telangana,49259,11155,37666,438
12341,24/07/2020,Telangana,50826,11052,39327,447
12342,25/07/2020,Telangana,52466,11677,40334,455
12343,26/07/2020,Telangana,52466,11677,40334,455
12344,27/07/2020,Telangana,54059,12264,41332,463
12345,28/07/2020,Telangana,57142,13753,42909,480
12346,29/07/2020,Telangana,57142,13753,42909,480
12347,30/07/2020,Telangana,58906,14663,43751,492
12348,31/07/2020,Telangana,60717,15640,44572,505
12349,01/08/2020,Telangana,62703,16796,45388,519
12350,02/08/2020,Telangana,64786,17754,46502,530
12351,03/08/2020,Telangana,66677,18547,47590,540
12352,04/08/2020,Telangana,68946,18708,49675,563
12353,05/08/2020,Telangana,70958,19568,50814,576
12354,06/08/2020,Telangana,73050,20358,52103,589
12355,07/08/2020,Telangana,75257,21417,53239,601
12356,08/08/2020,Telangana,77513,22568,54330,615
12357,09/08/2020,Telangana,79495,22869,55999,627
12358,10/08/2020,Telangana,80751,22528,57586,637
12359,11/08/2020,Telangana,82647,22628,59374,645
12360,12/08/2020,Telangana,84544,22596,61294,654
12361,13/08/2020,Telangana,86475,22736,63074,665
12362,14/08/2020,Telangana,88396,23438,64284,674
12363,15/08/2020,Telangana,90259,23379,66196,684
12364,16/08/2020,Telangana,91361,22542,68126,693
12365,17/08/2020,Telangana,92255,21420,70132,703
12366,18/08/2020,Telangana,93937,21024,72202,711
12367,19/08/2020,Telangana,95700,20990,73991,719
12368,20/08/2020,Telangana,97424,21509,75186,729
12369,21/08/2020,Telangana,99391,21687,76967,737
12370,22/08/2020,Telangana,101865,22386,78735,744
12371,23/08/2020,Telangana,104249,22908,80586,755
12372,24/08/2020,Telangana,106091,22919,82411,761
12373,25/08/2020,Telangana,108670,23737,84163,770
12374,26/08/2020,Telangana,111688,25685,85223,780
12375,27/08/2020,Telangana,114483,27600,86095,788
12376,28/08/2020,Telangana,117415,28941,87675,799
12377,29/08/2020,Telangana,120166,30008,89350,808
12378,30/08/2020,Telangana,123090,31284,90988,818
12379,31/08/2020,Telangana,124963,31299,92837,827
12380,01/09/2020,Telangana,127697,31699,95162,836
12381,02/09/2020,Telangana,130589,32341,97402,846
12382,03/09/2020,Telangana,133406,32537,100013,856
12383,04/09/2020,Telangana,135884,32994,102024,866
12384,05/09/2020,Telangana,138395,32915,104603,877
12385,06/09/2020,Telangana,140969,32553,107530,886
12386,07/09/2020,Telangana,142771,31635,110241,895
12387,08/09/2020,Telangana,145163,31670,112587,906
12388,09/09/2020,Telangana,147642,31654,115072,916
12389,10/09/2020,Telangana,150176,32106,117143,927
12390,11/09/2020,Telangana,152602,32195,119467,940
12391,12/09/2020,Telangana,154880,32005,121925,950
12392,13/09/2020,Telangana,157096,31607,124528,961
12393,14/09/2020,Telangana,158513,30532,127007,974
12394,15/09/2020,Telangana,160571,30400,129187,984
12395,16/09/2020,Telangana,162844,30401,131447,996
12396,17/09/2020,Telangana,165003,30443,133555,1005
12397,18/09/2020,Telangana,167046,30673,135357,1016
12398,19/09/2020,Telangana,169169,30636,137508,1025
12399,20/09/2020,Telangana,171306,30573,139700,1033
12400,21/09/2020,Telangana,172608,29636,141930,1042
12401,22/09/2020,Telangana,174774,29649,144073,1052
12402,23/09/2020,Telangana,177070,29873,146135,1062
12403,24/09/2020,Telangana,179246,30037,148139,1070
12404,25/09/2020,Telangana,181627,30387,150160,1080
12405,26/09/2020,Telangana,183866,30334,152441,1091
12406,27/09/2020,Telangana,185833,30234,154499,1100
12407,28/09/2020,Telangana,187211,29673,156431,1107
12408,29/09/2020,Telangana,189283,29477,158690,1116
12409,30/09/2020,Telangana,191386,29326,160933,1127
12410,01/10/2020,Telangana,193600,29058,163407,1135
12411,02/10/2020,Telangana,195609,28620,165844,1145
12412,03/10/2020,Telangana,197327,28328,167846,1153
12413,04/10/2020,Telangana,199276,27901,170212,1163
